����	�󵵼�	��������	��ܿ�	�ߴܿ�	�Ҵܿ�
계획	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
새마을	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
농어촌	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
근대화	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
개년	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
국력	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
제	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
공화국	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
국가	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
출범	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
대통령	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
정부	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
민족	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
이후	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
위	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
개헌	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
계속	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
그	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
혼란	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
보위	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
비상	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
대책	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
위원회	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
구성	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
입법	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
새	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(3) 제5공화국의 성립
우리	9	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
민족	8	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
것	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
문화	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
역사	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
그것	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
오늘	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
위	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
건설	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
수	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
지혜	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
조국	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
발전	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
민족사	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
도약	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
전통	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
비판	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
반성	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
사회	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
국민	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(4) 오늘의 역사적 사명
제	10	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
수립	7	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
공화국	6	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
세계	5	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
민주	4	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
나라	4	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
전쟁	4	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
유엔	4	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
우리	3	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
혁명	3	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
발전	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
서울	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
올림픽	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
광복	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
차	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
대전	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
평화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
창설	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
총선거	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
대한	2	5차 교육과정	Ⅳ. 현대 사회의 전개	None	None
대한	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민국	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
수립	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
전쟁	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
분단	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
북한	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민주주의	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
통일	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민족	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
운동	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
국토	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
정부	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
역사	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
정통	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민주	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
이	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민주화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
그	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
산화	1	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
발전	1	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
독립	25	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
민족	16	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
이	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
우리	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
운동	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
대한	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
정부	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
민국	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
한국	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
수립	10	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
정치	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
소련	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
건국	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
임시	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
선거	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
등	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
조선	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
문제	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
유엔	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
것	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
북한	10	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
공산	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
등	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
휴전	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
국군	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
위원회	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
작전	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
수립	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
민족	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
인민	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
남한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
그	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
대한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
정부	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
소련	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
교란	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
주의자	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
민국	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
사건	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
공산군	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
제	22	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
공화국	21	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
대통령	14	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정치	14	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
체제	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
선거	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정부	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
사회	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
부정	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정권	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
의거	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
이	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
시위	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
그	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
집권	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
자유당	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
국민	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
민주	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
군사	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
위	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
남북	17	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
통일	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
회담	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
그	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
북한	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
추진	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
평화	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
국가	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
정책	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
체제	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
남북한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
적십자	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
자주	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
김일성	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
정부	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
위	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
원칙	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
제	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
공화국	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
공산	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
경제	11	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
사회	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
이후	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
우리	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
성장	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
개발	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
계획	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
추진	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
개혁	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
운동	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
